"group.1","group.2","group.3","group.4","Metastudy","original study","Species","met.rate.Jh","mass.mg","temp.C"
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.03206,13.3,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.064119,17.8,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.043718,16.7,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.081606,13.3,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.037889,10.7,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.029145,12.8,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.043718,11.2,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.335169,249.5,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.323511,298.4,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.271049,158.3,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.212759,177.7,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.294365,152.3,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.32934,125.7,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.128238,117.5,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.250648,149.4,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.192358,111.3,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.139896,108.9,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.11658,116.9,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",0.469236,575.4,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",0.609132,455,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",0.338083,609.1,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",0.714055,688.3,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",0.68491,497.7,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",0.734456,735.2,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Harpalus",0.067034,44.4,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Harpalus",0.099093,40.1,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Harpalus",0.067034,35.4,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Harpalus",0.064119,48.2,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Notiophilus",0.005829,4.7,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Notiophilus",0.011658,5.5,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Philonthus",0.026231,16.3,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Philonthus",0.049547,21.8,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Philonthus",0.05829,17.6,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.171956,101.9,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.1807,96.6,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.122409,62.1,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.163213,71.6,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.099093,74.9,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.145725,61.5,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.160298,62.3,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Harpalus",0.125324,33.6,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.104922,53.4,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.134067,61.5,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.11658,59.8,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.084521,44.8,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.198187,42.5,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.113666,58.5,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.113666,49.8,8
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.47215,297.5,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.483809,215.5,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.527526,259.8,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.550842,283.5,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.259391,155.2,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.419689,295.9,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.294365,148.8,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.460492,163.6,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",0.760687,420.2,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",2.55311,883.5,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",1.460169,717.2,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",2.078045,610.4,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",0.545013,356.7,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",0.932643,466.3,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.326425,116.3,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.183614,136.3,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.212759,105.6,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.314767,116.1,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.20693,114.7,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.276878,146.5,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.169042,73.4,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.154469,49.5,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.145725,65.8,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.145725,76,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.099093,42.9,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.306023,65.5,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.233161,62,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.128238,59.1,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.131153,55,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Philonthus",0.075777,15.6,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Philonthus",0.107837,21.1,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.29728,53,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Notiophilus",0.040803,4.6,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Notiophilus",0.005829,5.2,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Notiophilus",0.026231,7.2,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Harpalus",0.169042,46.9,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Harpalus",0.448834,59,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Harpalus",0.136982,39.7,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Harpalus",0.236075,52.1,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Harpalus",0.169042,44.7,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Harpalus",0.157383,63.7,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Harpalus",0.157383,39.6,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Harpalus",0.096179,37.9,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.084521,9.9,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.110751,13,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.093264,15.8,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.069948,13.6,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.064119,10.9,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.128238,16.2,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.075777,13.1,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.061205,10.6,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.061205,12.4,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.218588,110.9,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.125324,40.3,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",0.492552,658.4,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",0.425518,843.3,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Notiophilus",0.052461,7.6,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Notiophilus",0.05829,6,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Notiophilus",0.067034,7.2,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Notiophilus",0.023316,5.5,11.5
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Platynus dorsalis",0.236075,22,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.244819,63.6,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.285622,51.9,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus melanarius",1.145402,127.4,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.227332,46.1,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Dyschirius",0.034974,3.56,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Bembidion",0.134067,11.7,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Notiophilus",0.069948,8.8,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Notiophilus",0.05829,7.3,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.428433,72.6,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.609132,71.2,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.384715,64.7,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.460492,51.9,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.71114,303.1,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.489638,77.5,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",1.092941,265.5,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.306023,249,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Abax",0.641192,310,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.370143,81,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",1.684586,566.7,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",1.401879,517.8,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",2.182967,688.6,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",1.614638,510.2,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",2.104276,460.5,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Carabus auratus",1.739962,530.1,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Poecilus",0.285622,60.8,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.477979,66.9,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.568329,69,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pterostichus oblongopunctatus",0.422604,66.9,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.498381,112.7,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.14864,100.1,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",0.373057,88.9,15
"Arthropoda","Insecta","Coleoptera","Coleoptera","this study","this study","Pseudophonus rufipes",1.084197,128.2,15
